Date,Winner,WeightClass,Gender,Finish,RedFighter,BlueFighter,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAge,BlueAge,FinishRound,TotalFightTimeSecs,RedAvgSigStrLanded,BlueAvgSigStrLanded,RedAvgTDLanded,BlueAvgTDLanded,RedOdds,BlueOdds,Year,WinnerHeight,WinnerReach,WinnerAvgStrikes,WinnerAvgTD,WinnerAge,WinnerAgeDiff,BettingResult
,Blue,Bantamweight,MALE,KO/TKO,Renan Barao,Luke Sanders,168,168,178,170,32,33,2.0,361.0,5.493329999999999,4.08,14.667000000000002,0.02,1300.0,-1500.0,,168,170,4.08,0.02,33,1,Favorite
,Blue,Women's Strawweight,FEMALE,,Alexandra Albu,Emily Whitmire,157,165,160,160,28,27,,,6.2,3.1,0.25,0.05,-1100.0,-1100.0,,165,160,3.1,0.05,27,-1,PickEm
2019-09-02,Red,Middleweight,MALE,U-DEC,Israel Adesanya,Anderson Silva,193,188,203,196,29,43,3.0,900.0,6.025,3.36364,0.0,13.64,-5150.0,4100.0,2019.0,193,203,6.025,0.0,29,-14,Favorite
2019-09-02,Red,Lightweight,MALE,SUB,Lando Vannata,Marcos Mariano,175,185,180,193,26,32,1.0,295.0,5.783329999999999,,11.667,,-4500.0,3600.0,2019.0,175,180,5.783329999999999,11.667,26,-6,Favorite
2019-09-02,Blue,Bantamweight,MALE,U-DEC,Rani Yahya,Ricky Simon,168,168,170,175,34,26,3.0,900.0,1.82,2.95,2.2666999999999997,0.45,-1150.0,-1050.0,2019.0,168,175,2.95,0.45,26,-8,Underdog
2019-09-02,Red,Women's Flyweight,FEMALE,SUB,Montana De La Rosa,Nadia Kassem,170,165,173,168,23,23,2.0,457.0,3.1,5.2,0.0,0.0,-2500.0,2100.0,2019.0,170,173,3.1,0.0,23,0,Favorite
2019-09-02,Red,Light Heavyweight,MALE,KO/TKO,Jimmy Crute,Sam Alvey,188,188,188,190,22,32,1.0,169.0,1.7,3.04375,0.1,6.25,-1450.0,1250.0,2019.0,188,188,1.7,0.1,22,-10,Favorite
2019-09-02,Red,Lightweight,MALE,KO/TKO,Devonte Smith,Dong Hyun Ma,175,180,193,178,25,30,1.0,233.0,1.3,4.06,0.0,0.12,-2700.0,2300.0,2019.0,175,193,1.3,0.0,25,-5,Favorite
2019-09-02,Red,Featherweight,MALE,U-DEC,Shane Young,Austin Arnett,173,183,183,183,25,27,3.0,900.0,6.1,4.3,0.1,6.667,-3800.0,3150.0,2019.0,173,183,6.1,0.1,25,-2,Favorite
2019-09-02,Red,Flyweight,MALE,S-DEC,Kai Kara-France,Raulian Paiva,165,173,175,175,25,23,3.0,900.0,8.6,,0.0,,-2650.0,2200.0,2019.0,165,175,8.6,0.0,25,2,Favorite
2019-09-02,Blue,Bantamweight,MALE,SUB,Teruto Ishihara,Kyung Ho Kang,170,175,175,185,27,31,1.0,239.0,3.475,3.13333,3.75,0.2,2900.0,-3500.0,2019.0,175,185,3.13333,0.2,31,4,Favorite
2019-09-02,Blue,Lightweight,MALE,KO/TKO,Callan Potter,Jalin Turner,183,190,183,196,34,23,1.0,53.0,,3.1,,0.0,1900.0,-2300.0,2019.0,190,196,3.1,0.0,23,-11,Favorite
2019-09-02,Blue,Bantamweight,MALE,U-DEC,Wuliji Buren,Jonathan Martinez,175,173,175,178,29,32,3.0,900.0,2.4,7.1,0.3,0.1,1050.0,-1250.0,2019.0,173,178,7.1,0.1,32,3,Favorite
2019-02-02,Blue,Bantamweight,MALE,SUB,Raphael Assuncao,Marlon Moraes,165,168,168,170,36,30,1.0,197.0,4.715380000000001,2.575,0.1,0.25,1300.0,-1500.0,2019.0,168,170,2.575,0.25,30,-6,Favorite
2019-02-02,Red,Featherweight,MALE,KO/TKO,Jose Aldo,Renato Moicano,170,180,178,183,32,29,2.0,344.0,5.666670000000001,6.73333,0.1,0.1,-1100.0,-1100.0,2019.0,170,178,5.666670000000001,0.1,32,3,PickEm
2019-02-02,Red,Welterweight,MALE,SUB,Demian Maia,Lyman Good,185,183,183,188,41,33,1.0,158.0,2.2928599999999997,4.8,2.1429,3.3329999999999997,-2000.0,1700.0,2019.0,185,183,2.2928599999999997,2.1429,41,8,Favorite
2019-02-02,Red,Lightweight,MALE,SUB,Charles Oliveira,David Teymur,178,175,188,185,29,29,2.0,355.0,2.02273,5.46,13.181999999999999,0.08,-1200.0,1000.0,2019.0,178,188,2.02273,13.181999999999999,29,0,Favorite
2019-02-02,Red,Light Heavyweight,MALE,KO/TKO,Johnny Walker,Justin Ledet,196,193,208,203,26,30,1.0,15.0,1.0,4.1,0.0,0.25,-2350.0,1950.0,2019.0,196,208,1.0,0.0,26,-4,Favorite
2019-02-02,Red,Women's Strawweight,FEMALE,S-DEC,Livinha Souza,Sarah Frota,165,168,160,175,27,31,3.0,900.0,1.0,,0.1,,-2300.0,1900.0,2019.0,165,160,1.0,0.1,27,-4,Favorite
2019-02-02,Red,Middleweight,MALE,SUB,Markus Perez,Anthony Hernandez,185,183,185,190,30,25,2.0,367.0,2.9333299999999998,,0.1,,1150.0,-1350.0,2019.0,185,185,2.9333299999999998,0.1,30,5,Underdog
2019-02-02,Red,Women's Flyweight,FEMALE,S-DEC,Mara Romero Borella,Taila Santos,168,165,175,173,32,25,3.0,900.0,4.1,,0.1,,1850.0,-2250.0,2019.0,168,175,4.1,0.1,32,7,Underdog
2019-02-02,Red,Welterweight,MALE,S-DEC,Thiago Alves,Max Griffin,175,180,178,193,35,33,3.0,900.0,3.9666699999999997,4.02,5.417,0.02,1600.0,-1850.0,2019.0,175,178,3.9666699999999997,5.417,35,2,Underdog
2019-02-02,Blue,Heavyweight,MALE,KO/TKO,Junior Albini,Jairzinho Rozenstruik,190,193,188,198,27,30,2.0,354.0,2.63333,,3.3329999999999997,,-1450.0,1250.0,2019.0,193,198,,,30,3,Underdog
2019-02-02,Red,Featherweight,MALE,U-DEC,Geraldo de Freitas,Felipe Colares,175,175,183,175,27,24,3.0,900.0,,,,,-1300.0,1100.0,2019.0,175,183,,,27,3,Favorite
2019-02-02,Blue,Bantamweight,MALE,KO/TKO,Ricardo Ramos,Said Nurmagomedov,175,173,183,178,23,26,1.0,148.0,4.7,6.5,13.332999999999998,0.1,-1700.0,1500.0,2019.0,173,178,6.5,0.1,26,3,Underdog
2019-02-02,Blue,Flyweight,MALE,S-DEC,Magomed Bibulatov,Rogerio Bontorin,165,168,165,170,30,26,3.0,900.0,2.8,,0.1,,-2900.0,2450.0,2019.0,168,170,,,26,-4,Underdog
,Red,Flyweight,MALE,KO/TKO,Henry Cejudo,TJ Dillashaw,163,168,163,170,31,32,1.0,32.0,4.68889,6.6933300000000004,2.1110999999999995,0.14,1850.0,-2250.0,,163,163,4.68889,2.1110999999999995,31,-1,Underdog
,Blue,Heavyweight,MALE,DQ,Greg Hardy,Allen Crowder,196,190,203,193,30,29,2.0,448.0,,1.5,,0.0,-4500.0,3600.0,,190,193,1.5,0.0,29,-1,Underdog
,Red,Lightweight,MALE,KO/TKO,Gregor Gillespie,Yancy Medeiros,170,178,180,190,32,31,2.0,599.0,2.32,3.15833,0.34,8.33,-4700.0,3750.0,,170,180,2.32,0.34,32,1,Favorite
,Red,Flyweight,MALE,U-DEC,Joseph Benavidez,Dustin Ortiz,163,165,165,165,34,30,3.0,900.0,4.73125,3.56923,10.625,2.4615,-2400.0,2000.0,,163,165,4.73125,10.625,34,4,Favorite
,Red,Women's Flyweight,FEMALE,SUB,Paige VanZant,Rachael Ostovich,163,160,165,157,24,27,2.0,410.0,4.21429,2.15,11.429,0.05,-1750.0,1550.0,,163,165,4.21429,11.429,24,-3,Favorite
,Red,Light Heavyweight,MALE,SUB,Glover Teixeira,Karl Roberson,188,185,193,188,39,28,1.0,201.0,3.2066700000000004,18.3333,13.332999999999998,0.1,-1100.0,-1100.0,,188,193,3.2066700000000004,13.332999999999998,39,11,PickEm
,Blue,Lightweight,MALE,KO/TKO,Alexander Hernandez,Donald Cerrone,175,185,183,185,26,35,2.0,523.0,2.35,4.248280000000001,0.2,6.897,-2200.0,1800.0,,185,185,4.248280000000001,6.897,35,9,Underdog
,Red,Women's Flyweight,FEMALE,U-DEC,Joanne Calderwood,Ariane Lipski,168,160,165,170,33,24,3.0,900.0,5.8,,11.429,,2150.0,-2550.0,,168,165,5.8,11.429,33,9,Underdog
,Red,Light Heavyweight,MALE,KO/TKO,Alonzo Menifield,Vinicius Moreira,183,193,193,192,31,29,1.0,236.0,,,,,-2900.0,2450.0,,183,193,,,31,2,Favorite
,Red,Bantamweight,MALE,SUB,Cory Sandhagen,Mario Bautista,180,175,178,183,26,25,1.0,211.0,7.3,,0.05,,-5250.0,4150.0,,180,178,7.3,0.05,26,1,Favorite
,Red,Lightweight,MALE,U-DEC,Dennis Bermudez,Te Edwards,168,173,168,183,32,28,3.0,900.0,5.04375,5.0,2.875,0.1,1050.0,-1250.0,,168,168,5.04375,2.875,32,4,Underdog
,Blue,Welterweight,MALE,U-DEC,Belal Muhammad,Geoff Neal,180,180,183,190,30,28,3.0,900.0,6.0,3.65,2.1429,0.0,1700.0,-2000.0,,180,190,3.65,0.0,28,-2,Favorite
,Blue,Welterweight,MALE,SUB,Kyle Stewart,Chance Rencountre,188,188,193,190,29,32,1.0,145.0,,1.6,,0.0,-1650.0,1450.0,,188,190,1.6,0.0,32,3,Underdog
,Red,Light Heavyweight,MALE,KO/TKO,Jon Jones,Alexander Gustafsson,193,196,213,201,31,31,3.0,722.0,6.2,4.57857,0.2,12.857,-2900.0,2450.0,,193,213,6.2,0.2,31,0,Favorite
,Blue,Women's Featherweight,FEMALE,,Cris Cyborg,Amanda Nunes,173,173,173,175,33,30,,,6.7,4.04,0.06,0.11,-2100.0,1750.0,,173,175,4.04,0.11,30,-3,Underdog
,Blue,Welterweight,MALE,SUB,Carlos Condit,Michael Chiesa,188,185,190,190,34,31,2.0,356.0,5.40667,17.545499999999997,4.667,1.5455,-1050.0,-1150.0,,185,190,17.545499999999997,1.5455,31,-3,Favorite
,Blue,Light Heavyweight,MALE,U-DEC,Ilir Latifi,Corey Anderson,178,190,185,201,35,29,3.0,900.0,1.53,5.4,0.1,4.3333,-1300.0,1100.0,,190,201,5.4,4.3333,29,-6,Underdog
,Blue,Featherweight,MALE,KO/TKO,Chad Mendes,Alexander Volkanovski,168,168,168,180,33,30,2.0,554.0,2.71538,7.56,1.8462,0.32,-1400.0,1200.0,,168,180,7.56,0.32,30,-3,Underdog
,Blue,Women's Featherweight,FEMALE,KO/TKO,Cat Zingano,Megan Anderson,168,183,173,183,36,28,1.0,61.0,2.96667,2.6,2.1666999999999996,0.0,-1300.0,1200.0,,183,183,2.6,0.0,28,-8,Underdog
,Blue,Bantamweight,MALE,KO/TKO,Douglas Silva de Andrade,Petr Yan,170,170,173,170,33,25,2.0,600.0,5.26,6.25,0.08,0.0,2900.0,-3500.0,,170,170,6.25,0.0,25,-8,Favorite
,Blue,Lightweight,MALE,SUB,BJ Penn,Ryan Hall,175,178,178,180,40,33,1.0,166.0,3.728,3.45,1.04,0.05,3650.0,-4600.0,,178,180,3.45,0.05,33,-7,Favorite
,Red,Bantamweight,MALE,SUB,Nathaniel Wood,Andre Ewell,168,173,175,190,25,30,3.0,852.0,3.3,5.3,0.0,0.1,-1200.0,1000.0,,168,175,3.3,0.0,25,-5,Favorite
,Red,Middleweight,MALE,KO/TKO,Uriah Hall,Bevon Lewis,183,190,201,201,34,27,3.0,692.0,2.98462,,5.385,,1500.0,-1700.0,,183,201,2.98462,5.385,34,7,Underdog
,Red,Welterweight,MALE,U-DEC,Curtis Millender,Siyar Bahadurzada,188,180,193,185,31,34,3.0,900.0,4.25,3.5333300000000003,0.05,8.333,-1500.0,1300.0,,188,193,4.25,0.05,31,-3,Favorite
,Blue,Bantamweight,MALE,SUB,Brian Kelleher,Montel Jackson,168,178,168,190,32,26,1.0,100.0,4.7,4.2,0.08,0.2,1550.0,-1750.0,,178,190,4.2,0.2,26,-6,Favorite
,Blue,Lightweight,MALE,U-DEC,Kevin Lee,Al Iaquinta,175,178,196,178,26,31,5.0,1500.0,4.5,4.78182,2.4615,7.272999999999999,-3350.0,2750.0,,178,178,4.78182,7.272999999999999,31,5,Underdog
,Red,Lightweight,MALE,KO/TKO,Edson Barboza,Dan Hooker,180,183,190,190,32,28,3.0,739.0,4.12105,3.35,3.6839999999999997,0.03,-1050.0,-1150.0,,180,190,4.12105,3.6839999999999997,32,4,Underdog
,Red,Bantamweight,MALE,U-DEC,Rob Font,Sergio Pettis,173,168,180,175,31,25,3.0,900.0,3.6375,5.43333,6.25,9.167,-1650.0,1450.0,,173,180,3.6375,6.25,31,6,Favorite
,Blue,Lightweight,MALE,SUB,Jim Miller,Charles Oliveira,173,178,180,188,35,29,1.0,75.0,2.95,2.1190500000000005,0.12,13.332999999999998,2550.0,-3100.0,,178,188,2.1190500000000005,13.332999999999998,29,-6,Favorite
,Red,Welterweight,MALE,S-DEC,Zak Ottow,Dwight Grant,180,185,183,193,31,34,3.0,900.0,2.9833299999999996,,0.05,,2300.0,-2700.0,,180,183,2.9833299999999996,0.05,31,-3,Underdog
,Blue,Lightweight,MALE,U-DEC,Bobby Green,Drakkar Klose,178,175,180,178,32,30,3.0,900.0,6.18889,5.4,6.667,1.6667,2100.0,-2500.0,,175,178,5.4,1.6667,30,-2,Favorite
,Blue,Lightweight,MALE,KO/TKO,Jared Gordon,Joaquim Silva,175,173,173,175,30,29,3.0,759.0,5.866670000000001,3.5,0.2,0.0,-1150.0,-1050.0,,173,175,3.5,0.0,29,-1,Underdog
,Blue,Middleweight,MALE,SUB,Gerald Meerschaert,Jack Hermansson,185,185,196,196,30,30,1.0,265.0,2.38,3.38333,0.12,0.1,1300.0,-1500.0,,185,196,3.38333,0.1,30,0,Favorite
,Blue,Middleweight,MALE,U-DEC,Trevor Smith,Zak Cummings,190,183,190,190,37,34,3.0,900.0,4.25,2.58889,0.16,7.7780000000000005,2700.0,-3300.0,,183,190,2.58889,7.7780000000000005,34,-3,Favorite
,Red,Featherweight,MALE,U-DEC,Dan Ige,Jordan Griffin,170,178,180,183,27,28,3.0,900.0,3.0,,0.1,,-1650.0,1450.0,,170,180,3.0,0.1,27,-1,Favorite
,Blue,Light Heavyweight,MALE,KO/TKO,Adam Milstead,Mike Rodriguez,190,193,193,208,31,30,1.0,179.0,3.9,4.0,0.0,0.0,-1100.0,-1100.0,,193,208,4.0,0.0,30,-1,PickEm
,Blue,Heavyweight,MALE,KO/TKO,Chris de la Rocha,Juan Adams,190,196,203,203,39,26,3.0,658.0,2.6666700000000003,,0.1,,3750.0,-4700.0,,196,203,,,26,-13,Favorite
2018-08-12,Red,Featherweight,MALE,KO/TKO,Max Holloway,Brian Ortega,180,173,175,175,27,27,4.0,1200.0,7.42778,3.5571400000000004,2.222,14.290000000000001,-1100.0,-1100.0,2018.0,180,175,7.42778,2.222,27,0,PickEm
2018-08-12,Red,Women's Flyweight,FEMALE,U-DEC,Valentina Shevchenko,Joanna Jedrzejczyk,165,168,168,165,30,31,5.0,1500.0,5.45,11.51818,0.2,1.818,-3000.0,2500.0,2018.0,165,168,5.45,0.2,30,-1,Favorite
2018-08-12,Blue,Welterweight,MALE,SUB,Alex Oliveira,Gunnar Nelson,180,180,193,183,30,30,2.0,557.0,2.61538,1.83,0.2,0.1,1350.0,-1550.0,2018.0,180,183,1.83,0.1,30,0,Favorite
2018-08-12,Red,Featherweight,MALE,S-DEC,Hakeem Dawodu,Kyle Bochniak,173,170,185,178,27,31,3.0,900.0,3.9,3.84,0.0,0.1,-2000.0,1700.0,2018.0,173,185,3.9,0.0,27,-4,Favorite
2018-08-12,Blue,Light Heavyweight,MALE,KO/TKO,Jimi Manuwa,Thiago Santos,185,188,201,193,38,34,2.0,341.0,2.6,3.15625,0.03,3.75,1600.0,-1850.0,2018.0,188,193,3.15625,3.75,34,-4,Favorite
2018-08-12,Blue,Women's Strawweight,FEMALE,U-DEC,Claudia Gadelha,Nina Ansaroff,163,165,160,163,30,33,3.0,900.0,4.7625,7.1,3.875,0.04,-3100.0,2550.0,2018.0,165,163,7.1,0.04,33,3,Underdog
2018-08-12,Blue,Lightweight,MALE,U-DEC,Olivier Aubin-Mercier,Gilbert Burns,175,178,178,180,29,32,3.0,900.0,3.0,2.6777799999999994,0.23,14.443999999999999,-1350.0,1150.0,2018.0,178,180,2.6777799999999994,14.443999999999999,32,3,Underdog
2018-08-12,Blue,Women's Flyweight,FEMALE,S-DEC,Katlyn Chookagian,Jessica Eye,175,168,173,168,29,32,3.0,900.0,6.04,4.8,0.0,5.556,-2350.0,1950.0,2018.0,168,168,4.8,5.556,32,3,Underdog
2018-08-12,Red,Middleweight,MALE,S-DEC,Elias Theodorou,Eryk Anders,185,185,190,190,30,31,3.0,900.0,5.41111,4.16,14.443999999999999,0.24,-1250.0,1050.0,2018.0,185,190,5.41111,14.443999999999999,30,-1,Favorite
2018-08-12,Red,Bantamweight,MALE,U-DEC,Brad Katona,Matthew Lopez,168,170,163,175,26,31,3.0,900.0,7.1,2.86,0.2,0.22,-1600.0,1400.0,2018.0,168,163,7.1,0.2,26,-5,Favorite
2018-08-12,Blue,Welterweight,MALE,KO/TKO,Chad Laprise,Dhiego Lima,178,188,180,188,32,29,1.0,97.0,4.466670000000001,17.1667,6.667,0.1,-4000.0,3250.0,2018.0,188,188,17.1667,0.1,29,-3,Underdog
2018-08-12,Red,Lightweight,MALE,KO/TKO,Diego Ferreira,Kyle Nelson,175,180,188,180,33,27,2.0,383.0,2.78333,,1.6669999999999998,,-5500.0,4250.0,2018.0,175,188,2.78333,1.6669999999999998,33,6,Favorite
2018-08-12,Blue,Light Heavyweight,MALE,KO/TKO,Devin Clark,Aleksandar Rakic,183,193,190,198,28,26,1.0,245.0,3.88,7.5,0.26,0.15,4350.0,-5700.0,2018.0,193,198,7.5,0.15,26,-2,Favorite
2018-01-12,Red,Heavyweight,MALE,KO/TKO,Junior Dos Santos,Tai Tuivasa,193,188,196,190,34,25,2.0,450.0,5.93529,3.8,2.9410000000000003,0.0,-1600.0,1400.0,2018.0,193,196,5.93529,2.9410000000000003,34,9,Favorite
2018-01-12,Red,Light Heavyweight,MALE,KO/TKO,Mauricio Rua,Tyson Pedro,185,190,193,201,37,27,3.0,643.0,3.87778,1.58,11.667,0.04,4150.0,-5250.0,2018.0,185,193,3.87778,11.667,37,10,Underdog
2018-01-12,Blue,Heavyweight,MALE,U-DEC,Mark Hunt,Justin Willis,178,185,183,198,44,31,3.0,900.0,2.70588,5.0,4.118,13.332999999999998,-1100.0,-1100.0,2018.0,185,198,5.0,13.332999999999998,31,-13,PickEm
2018-01-12,Blue,Welterweight,MALE,SUB,Jake Matthews,Anthony Rocco Martin,180,183,185,185,24,28,3.0,679.0,3.1,3.36,0.17,0.08,-1500.0,1300.0,2018.0,183,185,3.36,0.08,28,4,Underdog
2018-01-12,Blue,Featherweight,MALE,KO/TKO,Suman Mokhtarian,Sodiq Yusuff,178,175,170,180,26,25,1.0,134.0,,,,,4500.0,-6000.0,2018.0,175,180,,,25,-1,Favorite
2018-01-12,Red,Light Heavyweight,MALE,SUB,Jimmy Crute,Paul Craig,188,190,188,193,22,31,3.0,891.0,,1.95,,0.75,-2900.0,2450.0,2018.0,188,188,,,22,-9,Favorite
2018-01-12,Blue,Welterweight,MALE,U-DEC,Yushin Okami,Aleksei Kunchenko,188,173,190,178,37,34,3.0,900.0,2.5149999999999997,4.4,1.65,0.1,2500.0,-3000.0,2018.0,173,178,4.4,0.1,34,-3,Favorite
2018-01-12,Red,Flyweight,MALE,U-DEC,Wilson Reis,Ben Nguyen,163,165,165,165,33,30,3.0,900.0,2.16364,2.85,3.9090999999999996,1.6669999999999998,1250.0,-1450.0,2018.0,163,165,2.16364,3.9090999999999996,33,3,Underdog
2018-01-12,Red,Welterweight,MALE,S-DEC,Keita Nakamura,Salim Touahri,180,178,185,183,34,29,3.0,900.0,2.96667,3.5,0.2,0.0,-1550.0,1350.0,2018.0,180,185,2.96667,0.2,34,5,Favorite
2018-01-12,Blue,Flyweight,MALE,U-DEC,Elias Garcia,Kai Kara-France,165,165,170,175,26,25,3.0,900.0,1.9,,0.0,,3000.0,-3600.0,2018.0,165,175,,,25,-1,Favorite
2018-01-12,Blue,Lightweight,MALE,U-DEC,Mizuto Hirota,Christos Giagos,170,178,170,180,37,28,3.0,900.0,5.8,1.7,0.15,0.25,3100.0,-3700.0,2018.0,178,180,1.7,0.25,28,-9,Favorite
2018-01-12,Blue,Lightweight,MALE,U-DEC,Alex Gorgees,Damir Ismagulov,188,178,188,188,23,27,3.0,900.0,,,,,4250.0,-5500.0,2018.0,178,188,,,27,4,Favorite
,Blue,Welterweight,MALE,U-DEC,Rafael Dos Anjos,Kamaru Usman,173,183,178,193,34,31,5.0,1500.0,4.736,4.9625,0.18,0.35,2700.0,-3300.0,,183,193,4.9625,0.35,31,-3,Favorite
,Red,Heavyweight,MALE,SUB,Juan Espino,Justin Frazier,193,183,208,190,38,29,1.0,216.0,,,,,-1750.0,1550.0,,193,208,,,38,9,Favorite
,Blue,Women's Featherweight,FEMALE,SUB,Pannie Kianzad,Macy Chiasson,170,180,173,183,26,27,2.0,431.0,,,,,-1150.0,-1050.0,,180,183,,,27,1,Underdog
,Red,Bantamweight,MALE,KO/TKO,Pedro Munhoz,Bryan Caraway,168,173,165,173,32,34,1.0,159.0,4.38,3.21111,0.07,2.1110999999999995,-2900.0,2450.0,,168,165,4.38,0.07,32,-2,Favorite
,Blue,Middleweight,MALE,S-DEC,Darren Stewart,Edmen Shahbazyan,183,188,188,188,27,21,3.0,900.0,2.25,,0.1,,1000.0,-1200.0,,188,188,,,21,-6,Favorite
,Blue,Women's Flyweight,FEMALE,U-DEC,Ji Yeon Kim,Antonina Shevchenko,170,173,183,170,29,34,3.0,900.0,6.7,,0.0,,2350.0,-2750.0,,173,170,,,34,5,Favorite
,Blue,Featherweight,MALE,U-DEC,Rick Glenn,Kevin Aguilar,183,170,178,185,29,30,3.0,900.0,6.28,,0.08,,-1250.0,1050.0,,170,185,,,30,1,Underdog
,Red,Flyweight,MALE,KO/TKO,Joseph Benavidez,Alex Perez,163,168,165,165,34,26,1.0,259.0,4.81333,4.56667,10.667,2.3333000000000004,1000.0,-1200.0,,163,165,4.81333,10.667,34,8,Underdog
,Red,Heavyweight,MALE,SUB,Maurice Greene,Michel Batista,201,190,208,204,32,34,1.0,134.0,,,,,-1400.0,1200.0,,201,208,,,32,-2,Favorite
,Blue,Women's Featherweight,FEMALE,S-DEC,Julija Stoliarenko,Leah Letson,170,170,168,180,25,26,3.0,900.0,,,,,1700.0,-2000.0,,170,180,,,26,1,Favorite
,Red,Lightweight,MALE,SUB,Roosevelt Roberts,Darrell Horcher,188,178,185,178,24,31,1.0,290.0,,2.63333,,3.3329999999999997,-3400.0,2800.0,,188,185,,,24,-7,Favorite
,Red,Welterweight,MALE,KO/TKO,Tim Means,Ricky Rainey,188,185,190,196,34,35,1.0,78.0,5.01765,1.9,4.706,0.0,-3400.0,2800.0,,188,190,5.01765,4.706,34,-1,Favorite
,Red,Bantamweight,MALE,SUB,Raoni Barcelos,Chris Gutierrez,170,175,170,175,31,27,2.0,552.0,8.2,,0.3,,-5500.0,4250.0,,170,170,8.2,0.3,31,4,Favorite
,Blue,Heavyweight,MALE,KO/TKO,Curtis Blaydes,Francis Ngannou,193,193,203,211,27,32,1.0,45.0,4.35714,1.45,4.7143,0.0,-2400.0,2000.0,,193,211,1.45,0.0,32,5,Underdog
,Red,Heavyweight,MALE,KO/TKO,Alistair Overeem,Sergei Pavlovich,193,190,203,213,38,26,1.0,261.0,3.0,,2.143,,1150.0,-1350.0,,193,203,3.0,2.143,38,12,Underdog
,Red,Bantamweight,MALE,U-DEC,Song Yadong,Vince Morales,173,170,170,178,20,28,3.0,900.0,2.35,,0.05,,-5500.0,4250.0,,173,170,2.35,0.05,20,-8,Favorite
,Red,Welterweight,MALE,,Li Jingliang,David Zawada,183,183,180,190,30,28,,,4.555559999999999,3.3,6.667,0.2,-2200.0,1800.0,,183,180,4.555559999999999,6.667,30,2,Favorite
,Blue,Welterweight,MALE,,Song Kenan,Alex Morono,183,180,180,183,28,28,,,2.3,4.4,0.0,0.0,-1400.0,1200.0,,180,183,4.4,0.0,28,0,Underdog
,Red,Women's Flyweight,FEMALE,,Wu Yanan,Lauren Mueller,173,165,168,170,22,27,,,2.2,5.8,0.1,0.2,2900.0,-3500.0,,173,168,2.2,0.1,22,-5,Underdog
,Blue,Light Heavyweight,MALE,U-DEC,Hu Yaozong,Rashad Coulter,190,180,183,193,23,36,3.0,900.0,8.0,2.5333300000000003,0.0,0.0,-1250.0,1050.0,,180,193,2.5333300000000003,0.0,36,13,Underdog
,Red,Women's Strawweight,FEMALE,SUB,Weili Zhang,Jessica Aguilar,163,160,160,160,29,36,1.0,221.0,7.7,8.5,0.1,13.332999999999998,-5500.0,4250.0,,163,160,7.7,0.1,29,-7,Favorite
,Red,Bantamweight,MALE,S-DEC,Liu Pingyuan,Martin Day,168,178,183,185,25,30,3.0,900.0,3.2,,0.1,,-1700.0,1500.0,,168,183,3.2,0.1,25,-5,Favorite
,Red,Women's Strawweight,FEMALE,,Yan Xiaonan,Syuri Kondo,165,163,160,168,29,29,,,8.35,6.85,0.0,0.0,-3600.0,3000.0,,165,160,8.35,0.0,29,0,Favorite
,Red,Middleweight,MALE,SUB,Kevin Holland,John Phillips,190,180,206,190,26,33,3.0,845.0,3.1,0.0,0.0,0.0,-5900.0,4450.0,,190,206,3.1,0.0,26,-7,Favorite
,Blue,Bantamweight,MALE,SUB,Su Mudaerji,Louis Smolka,173,175,183,173,22,27,2.0,427.0,,4.72,,0.13,1500.0,-1700.0,,175,173,4.72,0.13,27,5,Favorite
,Blue,Welterweight,MALE,KO/TKO,Neil Magny,Santiago Ponzinibbio,190,183,203,185,31,32,4.0,1056.0,4.3947400000000005,4.0,2.1579,0.04,1750.0,-2100.0,,183,185,4.0,0.04,32,1,Favorite
,Red,Featherweight,MALE,KO/TKO,Ricardo Lamas,Darren Elkins,173,178,180,180,36,34,3.0,849.0,2.9571400000000003,3.83684,9.286,2.0526,-1750.0,1550.0,,173,180,2.9571400000000003,9.286,36,2,Favorite
,Blue,Light Heavyweight,MALE,KO/TKO,Khalil Rountree Jr.,Johnny Walker,185,196,193,208,28,26,1.0,117.0,1.6,,0.0,,-1550.0,1350.0,,196,208,,,26,-2,Underdog
,Blue,Middleweight,MALE,U-DEC,Cezar Ferreira,Ian Heinisch,185,180,198,183,33,30,3.0,900.0,17.846200000000003,,1.7692,,-1850.0,1600.0,,180,183,,,30,-3,Underdog
,Blue,Bantamweight,MALE,SUB,Guido Cannetti,Marlon Vera,168,173,173,178,38,25,2.0,391.0,2.775,3.8555599999999997,1.75,4.444,2600.0,-3200.0,,173,178,3.8555599999999997,4.444,25,-13,Favorite
,Red,Women's Strawweight,FEMALE,SUB,Cynthia Calvillo,Poliana Botelho,163,173,163,170,31,29,1.0,288.0,3.875,3.8,1.25,0.05,1500.0,-1700.0,,163,163,3.875,1.25,31,2,Underdog
,Red,Welterweight,MALE,SUB,Michel Prazeres,Bartosz Fabinski,168,183,170,190,37,32,1.0,62.0,3.3454499999999996,3.36667,3.7273000000000005,7.3332999999999995,-1450.0,1250.0,,168,170,3.3454499999999996,3.7273000000000005,37,5,Favorite
,Red,Flyweight,MALE,,Alexandre Pantoja,Ulka Sasaki,165,178,170,180,28,29,,,6.35,1.65,0.75,1.625,-3200.0,2600.0,,165,170,6.35,0.75,28,-1,Favorite
