Date,Winner,WeightClass,Gender,Finish,RedFighter,BlueFighter,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAge,BlueAge,FinishRound,TotalFightTimeSecs,RedAvgSigStrLanded,BlueAvgSigStrLanded,RedAvgTDLanded,BlueAvgTDLanded,RedOdds,BlueOdds,Year,WinnerHeight,WinnerReach,WinnerAvgStrikes,WinnerAvgTD,WinnerAge,WinnerAgeDiff,BettingResult
2014-10-05,Blue,Welterweight,MALE,KO/TKO,Anthony Lapsley,Albert Tumenov,175,180,180,185,34,22,1.0,236.0,8.0,3.2,0.0,0.1,2450.0,-2650.0,2014.0,180,185,3.2,0.1,22,-12,Favorite
,Red,Light Heavyweight,MALE,U-DEC,Jon Jones,Glover Teixeira,193,188,213,193,26,34,5.0,1500.0,4.9,4.12,1.9285999999999999,0.2,-4400.0,3900.0,,193,213,4.9,1.9285999999999999,26,-8,Favorite
,Blue,Light Heavyweight,MALE,U-DEC,Phil Davis,Anthony Johnson,188,188,201,198,29,30,3.0,900.0,3.8,19.363599999999998,0.22,13.636,-2400.0,2200.0,,188,198,19.363599999999998,13.636,30,1,Underdog
,Red,Middleweight,MALE,SUB,Luke Rockhold,Tim Boetsch,190,183,196,188,29,33,1.0,128.0,9.0,3.2076900000000004,0.0,13.845999999999998,-10000.0,8000.0,,190,196,9.0,0.0,29,-4,Favorite
,Red,Lightweight,MALE,SUB,Jim Miller,Yancy Medeiros,173,178,180,190,30,26,1.0,198.0,2.73125,1.45,14.375,0.0,-1850.0,1700.0,,173,180,2.73125,14.375,30,4,Favorite
,Red,Featherweight,MALE,SUB,Max Holloway,Andre Fili,180,180,175,188,22,23,3.0,819.0,6.428569999999999,5.5,0.0,0.1,1250.0,-1350.0,,180,175,6.428569999999999,0.0,22,-1,Underdog
,Red,Flyweight,MALE,SUB,Joseph Benavidez,Tim Elliott,163,170,165,168,29,27,1.0,248.0,3.925,6.975,0.1,3.75,-4500.0,4000.0,,163,165,3.925,0.1,29,2,Favorite
,Red,Lightweight,MALE,U-DEC,Takanori Gomi,Isaac Vallie-Flagg,170,173,178,173,35,36,3.0,900.0,3.2285700000000004,4.85,14.290000000000001,0.0,-1550.0,1450.0,,170,178,3.2285700000000004,14.290000000000001,35,-1,Favorite
,Blue,Women's Bantamweight,FEMALE,U-DEC,Jessamyn Duke,Bethe Correia,180,165,185,163,27,30,3.0,900.0,12.3,6.5,0.1,0.1,-1350.0,1250.0,,165,163,6.5,0.1,30,3,Underdog
,Red,Lightweight,MALE,KO/TKO,Danny Castillo,Charlie Brenneman,175,178,180,183,34,33,2.0,321.0,3.5444400000000003,12.4444,0.3,2.1110999999999995,-3550.0,3200.0,,175,180,3.5444400000000003,0.3,34,1,Favorite
,Red,Bantamweight,MALE,KO/TKO,Chris Beal,Patrick Williams,170,173,175,185,28,32,2.0,411.0,,,,,-1100.0,1000.0,,170,175,,,28,-4,Favorite
,Red,Heavyweight,MALE,U-DEC,Fabricio Werdum,Travis Browne,193,198,196,201,36,31,5.0,1500.0,3.48571,16.6667,4.286,7.7780000000000005,2000.0,-2200.0,,193,196,3.48571,4.286,36,5,Underdog
,Red,Women's Bantamweight,FEMALE,U-DEC,Miesha Tate,Liz Carmouche,168,168,165,168,27,30,3.0,900.0,2.35,3.2333299999999996,0.2,13.332999999999998,-1850.0,1700.0,,168,165,2.35,0.2,27,-3,Favorite
,Red,Lightweight,MALE,SUB,Donald Cerrone,Edson Barboza,185,180,185,190,31,28,1.0,195.0,4.325,4.0,9.167,0.05,1600.0,-1700.0,,185,185,4.325,9.167,31,3,Underdog
,Blue,Middleweight,MALE,U-DEC,Brad Tavares,Yoel Romero,185,183,188,185,26,36,3.0,900.0,4.575,4.06667,1.625,0.0,-1450.0,1350.0,,183,185,4.06667,0.0,36,10,Underdog
,Blue,Lightweight,MALE,U-DEC,Rafael Dos Anjos,Khabib Nurmagomedov,173,178,178,178,29,25,3.0,900.0,3.17692,3.18,0.2,0.58,2750.0,-3050.0,,178,178,3.18,0.58,25,-4,Favorite
,Red,Welterweight,MALE,U-DEC,Thiago Alves,Seth Baczynski,175,190,178,188,30,32,3.0,900.0,3.38235,2.4375,6.471000000000001,6.25,-4800.0,4230.0,,175,178,3.38235,6.471000000000001,30,-2,Favorite
,Red,Lightweight,MALE,U-DEC,Jorge Masvidal,Pat Healy,180,183,188,188,29,30,3.0,900.0,3.73333,4.225,2.3333000000000004,1.75,-2650.0,2450.0,,180,188,3.73333,2.3333000000000004,29,-1,Favorite
,Blue,Featherweight,MALE,KO/TKO,Estevan Payan,Alex White,178,183,183,180,32,25,1.0,88.0,2.85,,0.05,,-1150.0,1050.0,,183,180,,,25,-7,Underdog
,Red,Middleweight,MALE,KO/TKO,Caio Magalhaes,Luke Zachrich,185,188,185,188,26,32,1.0,44.0,2.5,,0.1,,-2950.0,2650.0,,185,185,2.5,0.1,26,-6,Favorite
,Red,Welterweight,MALE,S-DEC,Jordan Mein,Hernani Perpetuo,183,183,185,188,24,28,3.0,900.0,2.65,,0.0,,-4200.0,3750.0,,183,185,2.65,0.0,24,-4,Favorite
,Red,Flyweight,MALE,S-DEC,Dustin Ortiz,Ray Borg,165,163,165,160,25,20,3.0,900.0,4.5,,0.3,,-1550.0,1450.0,,165,165,4.5,0.3,25,5,Favorite
,Red,Featherweight,MALE,M-DEC,Mirsad Bektic,Chas Skelly,173,180,178,183,23,28,3.0,900.0,,,,,-1400.0,1300.0,,173,178,,,23,-5,Favorite
,Red,Heavyweight,MALE,KO/TKO,Derrick Lewis,Jack May,190,203,201,201,29,33,1.0,263.0,,,,,-2900.0,2600.0,,190,201,,,29,-4,Favorite
,Blue,Middleweight,MALE,U-DEC,Michael Bisping,Tim Kennedy,185,180,190,188,35,34,5.0,1500.0,4.98421,3.35,13.684000000000001,0.1,-2000.0,1850.0,,180,188,3.35,0.1,34,-1,Underdog
,Red,Welterweight,MALE,U-DEC,Patrick Cote,Kyle Noke,180,185,180,193,34,34,3.0,900.0,2.5928599999999995,2.23333,2.857,13.332999999999998,1850.0,-2000.0,,180,180,2.5928599999999995,2.857,34,0,Underdog
,Blue,Middleweight,MALE,KO/TKO,Sheldon Westcott,Elias Theodorou,185,185,180,190,29,25,2.0,581.0,,,,,1750.0,-1900.0,,185,190,,,25,-4,Favorite
,Red,Welterweight,MALE,S-DEC,Chad Laprise,Olivier Aubin-Mercier,178,175,180,178,27,25,3.0,900.0,,,,,1450.0,-1550.0,,178,180,,,27,2,Underdog
,Red,Featherweight,MALE,KO/TKO,Dustin Poirier,Akira Corassani,175,173,183,173,25,31,2.0,342.0,4.76667,3.13333,12.222,6.667,-10500.0,8500.0,,175,183,4.76667,12.222,25,-6,Favorite
,Blue,Welterweight,MALE,KO/TKO,Sam Stout,KJ Noons,175,178,178,183,29,31,1.0,30.0,5.676469999999999,4.9,5.882000000000001,0.0,-1050.0,-1050.0,,178,183,4.9,0.0,31,2,PickEm
,Red,Women's Bantamweight,FEMALE,U-DEC,Sarah Kaufman,Leslie Smith,165,175,170,168,28,31,3.0,900.0,8.7,,0.0,,-2650.0,2450.0,,165,170,8.7,0.0,28,-3,Favorite
,Red,Light Heavyweight,MALE,KO/TKO,Ryan Jimmo,Sean O'Connell,185,185,185,188,32,30,1.0,267.0,3.425,,0.25,,-6600.0,5400.0,,185,185,3.425,0.25,32,2,Favorite
,Red,Bantamweight,MALE,U-DEC,George Roop,Dustin Kimura,185,170,183,180,32,24,3.0,900.0,3.61,10.6667,0.06,0.0,-1550.0,1450.0,,185,183,3.61,0.06,32,8,Favorite
,Red,Lightweight,MALE,S-DEC,Mark Bocek,Mike de la Torre,173,180,190,180,32,27,3.0,900.0,2.30833,,2.75,,-6600.0,5400.0,,173,190,2.30833,2.75,32,5,Favorite
,Red,Middleweight,MALE,U-DEC,Nordine Taleb,Vik Grujic,185,180,188,185,32,37,3.0,900.0,,,,,-2350.0,2150.0,,185,188,,,32,-5,Favorite
,Red,Welterweight,MALE,U-DEC,Richard Walsh,Chris Indich,183,178,185,185,25,26,3.0,900.0,,,,,-2300.0,2100.0,,183,185,,,25,-1,Favorite
,Red,Bantamweight,MALE,U-DEC,Mitch Gagnon,Tim Gorman,165,165,165,173,29,30,3.0,900.0,19.6667,,6.667,,-3150.0,2850.0,,165,165,19.6667,6.667,29,-1,Favorite
2014-11-04,Blue,Heavyweight,MALE,,Minotauro Nogueira,Roy Nelson,190,183,196,183,37,37,,,2.1444400000000003,18.454500000000003,7.7780000000000005,2.727,1500.0,-1600.0,2014.0,183,183,18.454500000000003,2.727,37,0,Favorite
2014-11-04,Red,Featherweight,MALE,U-DEC,Clay Guida,Tatsuya Kawajiri,170,170,178,175,32,35,3.0,900.0,2.74444,3.2,2.8333000000000004,0.3,-1400.0,1300.0,2014.0,170,178,2.74444,2.8333000000000004,32,-3,Favorite
2014-11-04,Blue,Welterweight,MALE,U-DEC,John Howard,Ryan LaFlare,170,185,180,188,31,30,3.0,900.0,2.3777799999999996,6.0,2.7778,0.5,3650.0,-4100.0,2014.0,185,188,6.0,0.5,30,-1,Favorite
2014-11-04,Red,Lightweight,MALE,KO/TKO,Ramsey Nijem,Beneil Dariush,180,178,190,183,26,24,1.0,260.0,2.52857,9.0,0.3,0.0,2350.0,-2550.0,2014.0,180,190,2.52857,0.3,26,2,Underdog
2014-11-04,Red,Heavyweight,MALE,U-DEC,Jared Rosholt,Daniel Omielanczuk,188,183,190,188,27,31,3.0,900.0,3.3,4.9,0.1,0.2,-2800.0,2550.0,2014.0,188,190,3.3,0.1,27,-4,Favorite
2014-11-04,Red,Middleweight,MALE,KO/TKO,Thales Leites,Trevor Smith,185,190,198,190,32,33,1.0,45.0,2.34,7.2,0.23,0.1,-5450.0,4650.0,2014.0,185,198,2.34,0.23,32,-1,Favorite
2014-11-04,Blue,Featherweight,MALE,S-DEC,Alan Omer,Jim Alers,178,175,180,180,25,27,3.0,900.0,,,,,2100.0,-2300.0,2014.0,175,180,,,27,2,Favorite
,Blue,Light Heavyweight,MALE,KO/TKO,Mauricio Rua,Dan Henderson,185,180,193,188,32,43,3.0,691.0,3.74167,3.4909100000000004,13.332999999999998,12.727,-1650.0,1550.0,,180,188,3.4909100000000004,12.727,43,11,Underdog
,Blue,Middleweight,MALE,KO/TKO,Cezar Ferreira,CB Dollaway,185,188,198,193,29,30,1.0,39.0,2.0,2.05833,0.1,2.1666999999999996,-3800.0,3400.0,,188,193,2.05833,2.1666999999999996,30,1,Underdog
,Red,Light Heavyweight,MALE,U-DEC,Fabio Maldonado,Gian Villante,185,190,190,193,34,28,3.0,900.0,7.7,3.55,0.05,0.05,2600.0,-2900.0,,185,190,7.7,0.05,34,6,Underdog
,Red,Lightweight,MALE,U-DEC,Michel Prazeres,Mairbek Taisumov,168,175,170,185,32,25,3.0,900.0,2.45,3.3,0.5,0.5,2850.0,-3150.0,,168,170,2.45,0.5,32,7,Underdog
,Red,Featherweight,MALE,KO/TKO,Rony Jason,Steven Siler,170,180,178,178,30,27,1.0,77.0,2.25,3.7,0.25,4.286,-1850.0,1700.0,,170,178,2.25,0.25,30,3,Favorite
,Blue,Middleweight,MALE,KO/TKO,Ronny Markes,Thiago Santos,185,188,190,193,25,30,1.0,53.0,3.125,0.0,0.3,0.0,-8400.0,6600.0,,188,193,0.0,0.0,30,5,Underdog
,Red,Flyweight,MALE,SUB,Jussier Formiga,Scott Jorgensen,165,165,170,168,28,31,1.0,187.0,8.3333,4.2,13.332999999999998,11.429,1700.0,-1850.0,,165,170,8.3333,13.332999999999998,28,-3,Underdog
,Blue,Welterweight,MALE,SUB,Thiago Perpetuo,Kenny Robertson,178,178,180,188,26,30,1.0,105.0,4.3,2.875,0.1,0.05,-1350.0,1250.0,,178,188,2.875,0.05,30,4,Underdog
,Blue,Light Heavyweight,MALE,S-DEC,Francimar Barroso,Hans Stringer,185,190,190,185,34,26,3.0,900.0,3.1,,0.2,,-1350.0,1250.0,,190,185,,,26,-8,Underdog
,Red,Featherweight,MALE,KO/TKO,Godofredo Pepey,Noad Lahat,170,175,185,175,26,29,1.0,159.0,18.75,,0.25,,2850.0,-3150.0,,170,185,18.75,0.25,26,-3,Underdog
,Red,Welterweight,MALE,U-DEC,Johny Hendricks,Robbie Lawler,175,180,175,188,30,31,5.0,1500.0,3.30833,2.42,3.1666999999999996,0.14,-3650.0,3280.0,,175,175,3.30833,3.1666999999999996,30,-1,Favorite
,Blue,Welterweight,MALE,KO/TKO,Carlos Condit,Tyron Woodley,188,175,190,188,29,31,2.0,420.0,5.52222,3.2333299999999996,4.444,0.0,-2000.0,1850.0,,175,188,3.2333299999999996,0.0,31,2,Underdog
,Blue,Lightweight,MALE,U-DEC,Diego Sanchez,Myles Jury,178,178,183,185,32,25,3.0,900.0,3.6578900000000005,2.375,13.157999999999998,2.25,1600.0,-1700.0,,178,185,2.375,2.25,25,-7,Favorite
,Blue,Welterweight,MALE,U-DEC,Jake Shields,Hector Lombard,183,175,183,180,35,36,3.0,900.0,4.92857,2.625,14.285999999999998,0.05,1600.0,-1700.0,,175,180,2.625,0.05,36,1,Favorite
,Red,Light Heavyweight,MALE,SUB,Ovince Saint Preux,Nikita Krylov,190,190,203,196,30,22,1.0,89.0,2.65,2.8,0.0,0.0,-5000.0,4350.0,,190,203,2.65,0.0,30,8,Favorite
,Red,Welterweight,MALE,S-DEC,Kelvin Gastelum,Rick Story,175,175,180,180,22,29,3.0,900.0,2.25,4.207140000000001,0.2,0.25,-1700.0,1600.0,,175,180,2.25,0.2,22,-7,Favorite
,Blue,Women's Bantamweight,FEMALE,S-DEC,Raquel Pennington,Jessica Andrade,170,155,170,157,25,22,3.0,900.0,8.0,10.8,0.1,0.1,2300.0,-2500.0,,155,157,10.8,0.1,22,-3,Favorite
,Red,Featherweight,MALE,KO/TKO,Dennis Bermudez,Jimy Hettes,168,175,168,180,27,26,3.0,777.0,5.31667,4.375,3.3333000000000004,5.25,-2600.0,2400.0,,168,168,5.31667,3.3333000000000004,27,1,Favorite
,Blue,Welterweight,MALE,S-DEC,Sean Spencer,Alex Garcia,178,175,190,183,26,26,3.0,900.0,7.2,9.0,0.0,0.0,2900.0,-3200.0,,175,183,9.0,0.0,26,0,Favorite
,Blue,Lightweight,MALE,U-DEC,Renee Forte,Francisco Trevino,170,175,180,178,26,32,3.0,900.0,2.6666700000000003,,6.667,,-1550.0,1450.0,,175,178,,,32,6,Underdog
,Blue,Flyweight,MALE,U-DEC,Will Campuzano,Justin Scoggins,175,170,178,168,27,21,3.0,900.0,3.9666699999999997,2.7,1.6667,0.2,5500.0,-6750.0,,170,168,2.7,0.2,21,-6,Favorite
,Blue,Middleweight,MALE,,Bubba McDaniel,Sean Strickland,190,185,190,193,30,23,,,2.45,,0.05,,1450.0,-1550.0,,185,193,,,23,-7,Favorite
,Blue,Featherweight,MALE,,Daniel Pineda,Rob Whiteford,170,175,175,175,28,30,,,2.16667,1.5,6.667,0.0,-2100.0,1900.0,,175,175,1.5,0.0,30,2,Underdog
2014-08-03,Red,Light Heavyweight,MALE,KO/TKO,Alexander Gustafsson,Jimi Manuwa,196,185,201,201,27,34,2.0,378.0,3.81111,3.9666699999999997,12.222,0.1,-5250.0,4500.0,2014.0,196,201,3.81111,12.222,27,-7,Favorite
2014-08-03,Red,Lightweight,MALE,U-DEC,Michael Johnson,Melvin Guillard,178,175,185,173,27,30,3.0,900.0,3.77,2.02857,0.04,6.667,-1500.0,1400.0,2014.0,178,185,3.77,0.04,27,-3,Favorite
2014-08-03,Red,Flyweight,MALE,U-DEC,Brad Pickett,Neil Seery,168,163,173,163,35,34,3.0,900.0,3.5333300000000003,,0.15,,-10000.0,8000.0,2014.0,168,173,3.5333300000000003,0.15,35,1,Favorite
2014-08-03,Red,Welterweight,MALE,SUB,Gunnar Nelson,Omari Akhmedov,180,183,183,185,25,26,1.0,276.0,2.55,1.4,0.15,0.1,-2800.0,2550.0,2014.0,180,183,2.55,0.15,25,-1,Favorite
2014-08-03,Blue,Light Heavyweight,MALE,SUB,Cyrille Diabate,Ilir Latifi,198,178,206,185,40,30,1.0,182.0,3.62857,1.8,7.142999999999999,0.1,1250.0,-1350.0,2014.0,178,185,1.8,0.1,30,-10,Favorite
2014-08-03,Red,Middleweight,MALE,KO/TKO,Luke Barnatt,Mats Nilsson,198,185,196,188,25,30,1.0,264.0,7.6,,0.1,,-4300.0,3450.0,2014.0,198,196,7.6,0.1,25,-5,Favorite
2014-08-03,Blue,Middleweight,MALE,,Bradley Scott,Claudio Silva,185,180,193,180,24,31,,,3.45,,0.05,,-2250.0,2050.0,2014.0,180,180,,,31,7,Underdog
2014-08-03,Red,Welterweight,MALE,U-DEC,Igor Araujo,Danny Mitchell,185,188,196,188,33,27,3.0,900.0,2.1,,0.1,,-2650.0,2250.0,2014.0,185,196,2.1,0.1,33,6,Favorite
2014-01-03,Red,Welterweight,MALE,KO/TKO,Dong Hyun Kim,John Hathaway,188,185,193,190,32,26,3.0,662.0,2.5333300000000003,4.7875,2.5833000000000004,0.25,-2900.0,2600.0,2014.0,188,193,2.5333300000000003,2.5833000000000004,32,6,Favorite
2014-01-03,Blue,Welterweight,MALE,,Sai Wang,Zhang Lipeng,183,180,183,180,28,23,,,,,,,-2950.0,2650.0,2014.0,180,180,,,23,-5,Underdog
2014-01-03,Red,Heavyweight,MALE,KO/TKO,Matt Mitrione,Shawn Jordan,190,183,201,190,35,29,1.0,299.0,2.61111,2.66,0.0,0.04,-1150.0,1050.0,2014.0,190,201,2.61111,0.0,35,6,Favorite
2014-01-03,Red,Featherweight,MALE,U-DEC,Hatsu Hioki,Ivan Menjivar,180,168,178,163,30,31,3.0,900.0,3.6,2.25,0.18,0.25,-4750.0,4200.0,2014.0,180,178,3.6,0.18,30,-1,Favorite
2014-01-03,Blue,Lightweight,MALE,S-DEC,Kazuki Tokudome,Yui Chul Nam,180,175,185,175,26,32,3.0,900.0,3.8,,0.15,,1850.0,-2000.0,2014.0,175,175,,,32,6,Favorite
2014-01-03,Blue,Bantamweight,MALE,U-DEC,Nam Phan,Vaughan Lee,168,168,178,168,30,31,3.0,900.0,8.32857,1.7,14.290000000000001,0.08,-1600.0,1500.0,2014.0,168,168,1.7,0.08,31,1,Underdog
2014-01-03,Blue,Welterweight,MALE,,Albert Cheng,An Ying Wang,180,183,179,188,29,22,,,,,,,1250.0,-1350.0,2014.0,183,188,,,22,-7,Favorite
2014-01-03,Blue,Featherweight,MALE,U-DEC,Jumabieke Tuerxun,Mark Eddiva,170,173,170,173,27,28,3.0,900.0,,,,,-4400.0,3900.0,2014.0,173,173,,,28,1,Underdog
,Red,Women's Bantamweight,FEMALE,KO/TKO,Ronda Rousey,Sara McMann,170,168,173,168,27,33,1.0,66.0,2.35,8.0,0.35,0.2,-3600.0,3250.0,,170,173,2.35,0.35,27,-6,Favorite
,Red,Light Heavyweight,MALE,KO/TKO,Daniel Cormier,Patrick Cummins,180,188,183,193,34,33,1.0,79.0,6.65,,0.15,,-7500.0,6000.0,,180,183,6.65,0.15,34,1,Favorite
,Red,Welterweight,MALE,U-DEC,Rory MacDonald,Demian Maia,183,185,193,183,24,36,3.0,900.0,4.3625,18.6471,2.375,2.2941,-2900.0,2600.0,,183,193,4.3625,2.375,24,-12,Favorite
,Red,Welterweight,MALE,KO/TKO,Mike Pyle,TJ Waldburger,183,180,188,190,38,25,3.0,843.0,18.5833,11.714299999999998,9.167,1.7143000000000002,-1650.0,1550.0,,183,188,18.5833,9.167,38,13,Favorite
,Blue,Welterweight,MALE,KO/TKO,Robert Whittaker,Stephen Thompson,183,183,185,190,23,31,1.0,223.0,6.133329999999999,4.425,3.3329999999999997,0.1,1200.0,-1300.0,,183,190,4.425,0.1,31,8,Favorite
,Red,Women's Bantamweight,FEMALE,S-DEC,Alexis Davis,Jessica Eye,168,168,173,168,29,27,3.0,900.0,4.7,6.5,0.05,0.0,-1500.0,1400.0,,168,173,4.7,0.05,29,2,Favorite
,Red,Bantamweight,MALE,U-DEC,Raphael Assuncao,Pedro Munhoz,165,168,168,165,31,27,3.0,900.0,3.45,,0.1,,-2700.0,2480.0,,165,168,3.45,0.1,31,4,Favorite
,Blue,Bantamweight,MALE,U-DEC,Cody Gibson,Aljamain Sterling,178,170,180,180,26,24,3.0,900.0,,,,,2800.0,-3400.0,,170,180,,,24,-2,Favorite
,Red,Flyweight,MALE,,Zach Makovsky,Joshua Sampo,163,163,163,163,30,29,,,2.6,2.8,0.6,0.2,-2300.0,2100.0,,163,163,2.6,0.6,30,1,Favorite
,Blue,Lightweight,MALE,KO/TKO,Rafaello Oliveira,Erik Koch,173,178,180,180,32,25,1.0,84.0,2.6285700000000003,2.25,0.2,0.0,4230.0,-4800.0,,178,180,2.25,0.0,25,-7,Favorite
,Red,Lightweight,MALE,S-DEC,Ernest Chavez,Yosdenis Cedeno,173,173,178,175,30,29,3.0,900.0,,,,,2750.0,-3050.0,,173,178,,,30,1,Underdog
,Red,Middleweight,MALE,U-DEC,Lyoto Machida,Gegard Mousasi,185,188,188,193,35,28,5.0,1500.0,3.1125,8.0,8.125,0.0,-2100.0,1900.0,,185,188,3.1125,8.125,35,7,Favorite
,Red,Middleweight,MALE,U-DEC,Jacare Souza,Francis Carmont,185,190,183,198,34,32,3.0,900.0,1.8,2.63333,0.05,0.2,-5000.0,4350.0,,185,183,1.8,0.05,34,2,Favorite
,Red,Welterweight,MALE,KO/TKO,Erick Silva,Takenori Sato,183,178,188,180,29,28,1.0,52.0,1.15,,3.3329999999999997,,-11000.0,9000.0,,183,188,1.15,3.3329999999999997,29,1,Favorite
,Blue,Welterweight,MALE,,Viscardi Andrade,Nico Musoke,180,183,190,190,29,27,,,1.2,1.2,0.0,0.1,-1350.0,1250.0,,183,190,1.2,0.1,27,-2,Underdog
,Red,Featherweight,MALE,SUB,Charles Oliveira,Andy Ogle,178,173,188,175,24,24,3.0,760.0,19.5556,3.2666700000000004,6.667,1.6667,-7350.0,5900.0,,178,188,19.5556,6.667,24,0,Favorite
,Blue,Lightweight,MALE,U-DEC,Cristiano Marcello,Joe Proctor,175,178,183,183,36,28,3.0,900.0,4.8,1.55,3.3329999999999997,0.0,2300.0,-2500.0,,178,183,1.55,0.0,28,-8,Favorite
,Red,Lightweight,MALE,U-DEC,Rodrigo Damm,Ivan Jorge,170,175,180,185,34,33,3.0,900.0,4.56667,6.9,6.667,0.2,1500.0,-1600.0,,170,180,4.56667,6.667,34,1,Underdog
,Red,Lightweight,MALE,S-DEC,Francisco Trinaldo,Jesse Ronson,175,178,178,183,35,28,3.0,900.0,2.1,3.8,0.08,0.1,-1550.0,1450.0,,175,178,2.1,0.08,35,7,Favorite
,Red,Bantamweight,MALE,S-DEC,Iuri Alcantara,Wilson Reis,175,163,180,165,33,29,3.0,900.0,2.4666699999999997,3.3,13.332999999999998,0.4,-2150.0,1950.0,,175,180,2.4666699999999997,13.332999999999998,33,4,Favorite
,Red,Featherweight,MALE,U-DEC,Felipe Arantes,Maximo Blanco,173,173,185,180,26,30,3.0,900.0,3.64,2.5,0.1,0.1,1000.0,-1100.0,,173,185,3.64,0.1,26,-4,Underdog
,Red,Welterweight,MALE,S-DEC,Ildemar Alcantara,Albert Tumenov,188,180,198,185,31,22,3.0,900.0,2.5,,2.6666999999999996,,1950.0,-2150.0,,188,198,2.5,2.6666999999999996,31,9,Underdog
,Blue,Featherweight,MALE,U-DEC,Douglas Silva de Andrade,Zubaira Tukhugov,170,173,173,173,28,23,3.0,900.0,,,,,-1050.0,-1050.0,,173,173,,,23,-5,PickEm
2014-01-02,Red,Bantamweight,MALE,KO/TKO,Renan Barao,Urijah Faber,168,168,178,170,27,34,1.0,222.0,5.6,4.85,1.6667,1.625,-3350.0,3050.0,2014.0,168,178,5.6,1.6667,27,-7,Favorite
2014-01-02,Red,Featherweight,MALE,U-DEC,Jose Aldo,Ricardo Lamas,170,173,178,180,27,31,5.0,1500.0,5.28,2.325,0.2,1.25,-7500.0,6000.0,2014.0,170,178,5.28,0.2,27,-4,Favorite
2014-01-02,Blue,Heavyweight,MALE,U-DEC,Frank Mir,Alistair Overeem,190,193,201,203,34,33,3.0,900.0,12.954500000000001,3.7,8.636,3.3329999999999997,3750.0,-4200.0,2014.0,193,203,3.7,3.3329999999999997,33,-1,Favorite
2014-01-02,Blue,Flyweight,MALE,U-DEC,John Lineker,Ali Bagautinov,160,163,170,165,23,28,3.0,900.0,5.24,4.05,0.04,0.2,1350.0,-1450.0,2014.0,163,165,4.05,0.2,28,5,Favorite
2014-01-02,Blue,Lightweight,MALE,KO/TKO,Jamie Varner,Abel Trujillo,173,173,183,178,29,30,2.0,452.0,3.2666700000000004,4.025,3.6666999999999996,0.2,-1150.0,1050.0,2014.0,173,178,4.025,0.2,30,1,Underdog
2014-01-02,Blue,Lightweight,MALE,U-DEC,John Makdessi,Alan Patrick,173,180,173,188,28,30,3.0,900.0,5.042859999999999,1.6,0.0,0.1,-1250.0,1150.0,2014.0,180,188,1.6,0.1,30,2,Underdog
2014-01-02,Red,Flyweight,MALE,U-DEC,Chris Cariaso,Danny Martinez,160,168,160,170,32,28,3.0,900.0,4.8625,,0.1,,-1700.0,1600.0,2014.0,160,160,4.8625,0.1,32,4,Favorite
2014-01-02,Red,Middleweight,MALE,S-DEC,Nick Catone,Tom Watson,183,185,183,185,32,31,3.0,900.0,2.3571400000000002,5.133329999999999,2.5713999999999997,0.0,1150.0,-1250.0,2014.0,183,183,2.3571400000000002,2.5713999999999997,32,1,Underdog
2014-01-02,Red,Lightweight,MALE,U-DEC,Al Iaquinta,Kevin Lee,178,175,178,196,26,21,3.0,900.0,5.76667,,0.2,,-1500.0,1400.0,2014.0,178,178,5.76667,0.2,26,5,Favorite
2014-01-02,Red,Middleweight,MALE,U-DEC,Clint Hester,Andy Enz,188,190,196,198,27,22,3.0,900.0,4.65,,0.05,,-2000.0,1850.0,2014.0,188,196,4.65,0.05,27,5,Favorite
2014-01-02,Blue,Lightweight,MALE,U-DEC,Anthony Rocco Martin,Rashid Magomedov,183,175,185,178,24,29,3.0,900.0,,,,,1300.0,-1400.0,2014.0,175,178,,,29,5,Favorite
2014-01-02,Red,Welterweight,MALE,U-DEC,Neil Magny,Gasan Umalatov,190,180,203,180,26,31,3.0,900.0,3.43333,,0.2,,1350.0,-1450.0,2014.0,190,203,3.43333,0.2,26,-5,Underdog
,Red,Lightweight,MALE,S-DEC,Benson Henderson,Josh Thomson,175,178,178,180,30,35,5.0,1500.0,6.4375,2.5,2.625,0.15,-3100.0,2800.0,,175,178,6.4375,2.625,30,-5,Favorite
,Red,Heavyweight,MALE,U-DEC,Stipe Miocic,Gabriel Gonzaga,193,188,203,193,31,34,3.0,900.0,5.24,12.588200000000002,0.16,10.588,-2900.0,2600.0,,193,203,5.24,0.16,31,-3,Favorite
,Red,Lightweight,MALE,KO/TKO,Donald Cerrone,Adriano Martins,185,178,185,183,30,31,1.0,280.0,4.57273,1.6,9.091,0.1,-1700.0,1600.0,,185,185,4.57273,9.091,30,-1,Favorite
,Blue,Featherweight,MALE,U-DEC,Darren Elkins,Jeremy Stephens,178,173,180,180,29,27,3.0,900.0,2.7666700000000004,3.0294099999999995,14.443999999999999,14.118,1050.0,-1150.0,,173,180,3.0294099999999995,14.118,27,-2,Favorite
,Red,Bantamweight,MALE,SUB,Alex Caceres,Sergio Pettis,178,168,185,175,25,20,3.0,879.0,4.7625,8.1,1.25,0.2,1770.0,-1920.0,,178,185,4.7625,1.25,25,5,Underdog
,Red,Bantamweight,MALE,KO/TKO,Eddie Wineland,Yves Jabouin,170,170,175,173,29,34,2.0,556.0,3.94,3.03333,0.04,8.333,-5000.0,4000.0,,170,175,3.94,0.04,29,-5,Favorite
